113	14.53423712	120.9986115
113	14.53839128	121.0004997
113	14.54786246	120.9984398
113	14.55417636	120.9970665
113	14.56331458	120.9946632
113	14.56996032	120.991745
113	14.57643972	120.9883118
113	14.58258667	120.9847069
113	14.59272045	120.9814453
113	14.59953142	120.9812737
113	14.60551161	120.982132
113	14.61132553	120.9824753
113	14.61697319	120.9824753
113	14.6226207	120.9826469
113	14.6310917	120.9812737
113	14.63607449	120.9824753
113	14.64487713	120.9835052
113	14.65467589	120.9835052
